Hall,Category,Time,Dish,Calories,Serving Size,Station,FinalStation,Role
Huffman,Lunch,(11:30am-2pm),Brewed Decaf Coffee,0,8 floz,hydration station,dessert_beverage,beverage
Huffman,Lunch,(11:30am-2pm),Hot Tea 12oz,0,,hydration station,dessert_beverage,beverage
Huffman,Lunch,(11:30am-2pm),Dinner Rolls,130,1 each,breads & spreads,unknown,unknown
Huffman,Lunch,(11:30am-2pm),Beignets,130,1 each,breads & spreads,unknown,unknown
Huffman,Lunch,(11:30am-2pm),Whipped Butter,80,1 tbsp,breads & spreads,unknown,unknown
Huffman,Lunch,(11:30am-2pm),Orange Honey Butter,150,1 serving,breads & spreads,unknown,unknown
Huffman,Lunch,(11:30am-2pm),Herb Butter,160,1 oz,breads & spreads,unknown,unknown
Huffman,Lunch,(11:30am-2pm),Banana Cream Pie Ice Cream,270,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Birthday Cake Ice Cream,280,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Campfire S'mores Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Chocolate Ice Cream,0,0.66 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Coffee Ice Cream,240,1 serving,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Cookies & Cream Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Cotton Candy Ice,600,0.5 cup,velvet ice cream bar,dessert_beverage,topping
Huffman,Lunch,(11:30am-2pm),Mint Chocolate Chip Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Orange Pineapple Ice Cream,240,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Pumpkin Pie Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Rainbow Sherbet,170,0.5 cup,velvet ice cream bar,dessert_beverage,topping
Huffman,Lunch,(11:30am-2pm),Raspberry Fudge Cordial Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Strawberry Ice Cream,0,1 serving,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Strawberry Cheesecake Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Summertime Peach Ice Cream,240,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Triple Chocolate Chunk Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Pretzel Sticks,120,1 serving,velvet ice cream bar,dessert_beverage,topping
Huffman,Lunch,(11:30am-2pm),Graham Cracker Crumbs,30,1 tbsp,velvet ice cream bar,dessert_beverage,topping
Huffman,Lunch,(11:30am-2pm),Oreo Cookie Crumbs,70,2 tbsp,velvet ice cream bar,dessert_beverage,dessert
Huffman,Lunch,(11:30am-2pm),Rainbow Sprinkles,60,1 tbsp,velvet ice cream bar,dessert_beverage,topping
Huffman,Lunch,(11:30am-2pm),Strawberry Syrup,60,,velvet ice cream bar,dessert_beverage,topping
Huffman,Lunch,(11:30am-2pm),Caramel Syrup,0,,velvet ice cream bar,dessert_beverage,topping
Huffman,Lunch,(11:30am-2pm),Hershey's Chocolate Syrup,190,2 floz,velvet ice cream bar,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Baked Cod,240,1 servings,fueld,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Parslied Grape Tomatoes,70,0.5 cup,fueld,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Green Beans & Peppers,90,0.5 cup,fueld,byo_bowl,protein
Huffman,Dinner,(5pm-8pm),Sweet Potato Hash,80,0.5 cup,fueld,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Field Greens,15,2 oz,fueld,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Grape Tomatoes,15,0.5 cup,fueld,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Sliced Cucumbers,10,0.5 cup,fueld,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Shredded Carrots,15,0.25 cup,fueld,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Raspberry Vinaigrette,30,2 tbsp,fueld,byo_bowl,sauce
Huffman,Dinner,(5pm-8pm),Pepperoni Pizza,270,1 slice,pizza,pizza,entree
Huffman,Dinner,(5pm-8pm),Cheese Pizza,240,1 slice,pizza,pizza,entree
Huffman,Dinner,(5pm-8pm),Spinach & Ricotta Pizza,240,1 slice,pizza,pizza,entree
Huffman,Dinner,(5pm-8pm),Spinach & Ricotta Pizza,100,1 slice,pizza,pizza,entree
Huffman,Dinner,(5pm-8pm),Grated Parmesan Cheese,60,2 tbsp,pizza,pizza,addon
Huffman,Dinner,(5pm-8pm),Italian Seasoning,0,1 tsp,pizza,pizza,entree
Huffman,Dinner,(5pm-8pm),Crushed Red Pepper Flakes,0,1 serving,pizza,pizza,addon
Huffman,Dinner,(5pm-8pm),Matzo Ball Soup,170,1 serving,soup du jour,soup,entree
Huffman,Dinner,(5pm-8pm),Vegetable Soup with Brown Rice,60,0.75 cup,soup du jour,soup,entree
Huffman,Dinner,(5pm-8pm),Dinner Rolls,130,1 each,breads & spreads,unknown,unknown
Huffman,Dinner,(5pm-8pm),Whipped Butter,80,1 tbsp,breads & spreads,unknown,unknown
Huffman,Dinner,(5pm-8pm),Orange Honey Butter,150,1 serving,breads & spreads,unknown,unknown
Huffman,Dinner,(5pm-8pm),Herb Butter,160,1 oz,breads & spreads,unknown,unknown
Huffman,Dinner,(5pm-8pm),Chicken Tinga Quesadilla,660,1 serving,grill special,grill,entree
Huffman,Dinner,(5pm-8pm),Cheese Quesadilla,530,1 each,grill special,grill,addon
Huffman,Dinner,(5pm-8pm),Taco Fries,290,1 serving,grill special,grill,entree
Huffman,Dinner,(5pm-8pm),Vegan Italian Sausage,160,,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Bulgar with Mushrooms and Feta,190,1 servings,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Roasted Green Beans,90,3 oz,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Roasted Tomatoes,170,0.5 cup,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Honey Roasted Carrots,120,0.5 cup,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Roasted Greek Potatoes,140,0.5 cup,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Chimichurri,90,2 tbsp,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Herbed Yogurt Sauce,710,,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Chipotle Ranch,110,2 floz,plant power,unknown,unknown
Huffman,Dinner,(5pm-8pm),Chipotle Pulled Chicken,320,3 oz,entree,byo_bowl,protein
Huffman,Dinner,(5pm-8pm),Beyond Sausage Crumble,220,4 oz,entree,byo_bowl,protein
Huffman,Dinner,(5pm-8pm),Spanish Rice,110,0.5 cup,entree,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Southwest Black Beans,90,0.5 cup,entree,byo_bowl,protein
Huffman,Dinner,(5pm-8pm),Fajita Vegetables,70,0.5 cup,entree,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Southwest Roasted Corn,120,0.5 cup,entree,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Flour Tortilla,180,1 each,entree,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Crispy Tortilla Chips,510,5 oz,entree,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Power Greens Mix,10,0.5 cup,entree,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Shredded Iceberg Lettuce,0,0.5 cup,entree,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Crumbled Queso Fresco,70,0.25 cup,entree,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Shredded Cheddar Cheese,120,0.25 cup,entree,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Cilantro Onions,15,1 oz,entree,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Cilantro-Lime Chipotle Crema,30,1 floz,entree,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Pico de Gallo,10,2 tbsp,entree,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Salsa Verde,5,1 floz,entree,byo_bowl,sauce
Huffman,Dinner,(5pm-8pm),Sliced Radish,0,1 oz,entree,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Sliced Black Olives,0,2 tbsp,entree,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Pickled Jalapeno,15,0.5 cup,entree,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Pickled Red Onions,15,1 oz,entree,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),White Rice,120,0.5 cup,street eats,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Brown Rice,110,0.5 cup,street eats,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Tri-Color Quinoa,140,0.5 cup,street eats,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Pickled Watermelon Radish,30,1 oz,street eats toppings,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Pickled Beets,15,1 oz,street eats toppings,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Spicy Pickles,10,0.25 cup,street eats toppings,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Pickled Cauliflower,15,2 oz,street eats toppings,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Kimchi,25,0.5 cup,street eats toppings,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Pickled Carrot,15,1 oz,street eats toppings,byo_bowl,veg
Huffman,Dinner,(5pm-8pm),Pickled Turnips,180,,street eats toppings,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Tuxedo Sesame Seeds,0,1 tbsp,street eats toppings,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Furikake Seasoning,25,0.25 oz,street eats toppings,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Nori Sheets,10,1 serving,street eats toppings,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Chow Mein Noodles,130,0.5 cup,street eats toppings,byo_bowl,base
Huffman,Dinner,(5pm-8pm),Fresh Scallions,25,1 tbsp,street eats toppings,byo_bowl,unknown
Huffman,Dinner,(5pm-8pm),Pickled Red Onion,25,0.25 cup,street eats toppings,byo_bowl,extra
Huffman,Dinner,(5pm-8pm),Sambal Oelek Chili Sauce,0,1 tsp,street eats toppings,byo_bowl,sauce
Huffman,Dinner,(5pm-8pm),Tamari Soy Sauce,10,1 tbsp,street eats toppings,byo_bowl,sauce
Huffman,Dinner,(5pm-8pm),Chili Oil,140,1 tbsp,street eats toppings,byo_bowl,sauce
Huffman,Dinner,(5pm-8pm),Romaine Lettuce,15,1 cup,produce market,byo_salad,base
Huffman,Dinner,(5pm-8pm),Kale Greens Mix,10,1 cup,produce market,byo_salad,base
Huffman,Dinner,(5pm-8pm),Romaine Lettuce,15,1 cup,produce market,byo_salad,base
Huffman,Dinner,(5pm-8pm),Baby Spinach,15,1 cup,produce market,byo_salad,base
Huffman,Dinner,(5pm-8pm),Chilled Quinoa,130,0.5 cup,produce market,byo_salad,unknown
Huffman,Dinner,(5pm-8pm),Grape Tomatoes,15,0.5 cup,produce market,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Sliced Cucumber,10,0.5 cup,produce market,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Shredded Carrots,25,2 oz,produce market,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Sliced Red Onions,15,1 oz,produce market,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Sliced Bell Peppers,10,1 oz,produce market,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Sliced Black Olives,0,2 tbsp,produce market,byo_salad,extra
Huffman,Dinner,(5pm-8pm),Roasted Edamame,170,0.5 cup,produce market,byo_salad,unknown
Huffman,Dinner,(5pm-8pm),Pickled Beets,15,1 oz,produce market,byo_salad,extra
Huffman,Dinner,(5pm-8pm),Fresh Broccoli Florets,20,0.5 cup,produce market,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Roasted Brussels Sprouts,45,0.5 cup,produce market,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Crispy Chickpeas,60,0.5 oz,produce market,byo_salad,protein
Huffman,Dinner,(5pm-8pm),Diced Chicken,170,3.75 oz,produce market,byo_salad,protein
Huffman,Dinner,(5pm-8pm),Roasted Tofu,120,3 oz,produce market,byo_salad,protein
Huffman,Dinner,(5pm-8pm),Hard-Boiled Eggs,60,1 egg,produce market,byo_salad,dressing
Huffman,Dinner,(5pm-8pm),Shredded Cheddar Cheese,120,0.25 cup,produce market,byo_salad,extra
Huffman,Dinner,(5pm-8pm),Raspberry Vinaigrette,30,2 tbsp,produce market / dressings,byo_salad,dressing
Huffman,Dinner,(5pm-8pm),Maple Cider Vinaigrette,250,2 floz,produce market / dressings,byo_salad,dressing
Huffman,Dinner,(5pm-8pm),Herbed Balsamic Vinaigrette,25,1 floz,produce market / dressings,byo_salad,dressing
Huffman,Dinner,(5pm-8pm),Italian Dressing,260,1 serving,produce market / dressings,byo_salad,dressing
Huffman,Dinner,(5pm-8pm),Herb Ranch Dressing,80,1 floz,produce market / dressings,byo_salad,dressing
Huffman,Dinner,(5pm-8pm),House Made Honey Mustard,120,1 tbsp,produce market / dressings,byo_salad,unknown
Huffman,Dinner,(5pm-8pm),Roasted Brussels Sprouts,45,0.5 cup,produce market special,byo_salad,veg_topping
Huffman,Dinner,(5pm-8pm),Nonfat Vanilla Greek Yogurt,170,1 cup,fruit & yogurt bar,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Nonfat Plain Greek Yogurt,0,0.5 cup,fruit & yogurt bar,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Nonfat Strawberry Greek Yogurt,180,1 cup,fruit & yogurt bar,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Cottage Cheese,90,0.5 cup,fruit & yogurt bar,byo_breakfast,extra
Huffman,Dinner,(5pm-8pm),Cinnamon Brown Sugar Granola,370,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Huffman,Dinner,(5pm-8pm),Pumpkin Seeds,0,2 tbsp,fruit & yogurt bar,byo_breakfast,extra
Huffman,Dinner,(5pm-8pm),Chia Seeds,70,1.5 tbsp,fruit & yogurt bar,byo_breakfast,extra
Huffman,Dinner,(5pm-8pm),Red & Green Grapes,60,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Huffman,Dinner,(5pm-8pm),Cantaloupe,30,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Huffman,Dinner,(5pm-8pm),Fresh Pineapple,60,4 oz,fruit & yogurt bar,byo_breakfast,topping
Huffman,Dinner,(5pm-8pm),Honeydew Melon,35,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Huffman,Dinner,(5pm-8pm),Sugar Cookie,130,1 each,sweets & treats,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Housemade Chocolate Chip Cookies,150,1 each,sweets & treats,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Crunchy S'mores Bar,280,1 each,sweets & treats,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Banana Cream Pie Ice Cream,270,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Birthday Cake Ice Cream,280,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Campfire S'mores Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Chocolate Ice Cream,0,0.66 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Coffee Ice Cream,240,1 serving,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Cookies & Cream Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Cotton Candy Ice,600,0.5 cup,velvet ice cream bar,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Mint Chocolate Chip Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Orange Pineapple Ice Cream,240,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Pumpkin Pie Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Rainbow Sherbet,170,0.5 cup,velvet ice cream bar,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Raspberry Fudge Cordial Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Strawberry Ice Cream,0,1 serving,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Strawberry Cheesecake Ice Cream,260,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Summertime Peach Ice Cream,240,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Triple Chocolate Chunk Ice Cream,0,0.5 cup,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Pretzel Sticks,120,1 serving,velvet ice cream bar,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Graham Cracker Crumbs,30,1 tbsp,velvet ice cream bar,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Oreo Cookie Crumbs,70,2 tbsp,velvet ice cream bar,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Rainbow Sprinkles,60,1 tbsp,velvet ice cream bar,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Strawberry Syrup,60,,velvet ice cream bar,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Plain Bagel,370,,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Everything Bagel,310,1 each,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Cinnamon Raisin Bagel,230,,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Whole Wheat Bread,80,,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),White Bread,150,1 slice,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Marble Rye Bread,220,2 slice,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),English Muffin,110,,toasted,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Made Without Gluten Bread,150,1 slice,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Made without Gluten Bagel,270,,toasted,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Cream Cheese,100,1 oz,toasted,byo_breakfast,extra
Huffman,Dinner,(5pm-8pm),Sun Butter,100,1 tbsp,toasted,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Peanut Butter,0,1 each,toasted,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Grape Jelly,50,1 tbsp,toasted,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Strawberry Jelly,50,1 tbsp,toasted,byo_breakfast,topping
Huffman,Dinner,(5pm-8pm),Butter,100,1 tbsp,toasted,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Belgian Waffle,200,1 each,waffle bar,byo_breakfast,base
Huffman,Dinner,(5pm-8pm),Maple Syrup,60,1 tbsp,waffle bar,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Chocolate Chips,120,2 tbsp,waffle bar,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Mini Marshmallow,20,2 tbsp,waffle bar,byo_breakfast,unknown
Huffman,Dinner,(5pm-8pm),Chocolate Sauce,140,2 floz,waffle bar,byo_breakfast,sauce
Huffman,Dinner,(5pm-8pm),2% Milk,130,8 floz,milks & cereals,dessert_beverage,beverage
Huffman,Dinner,(5pm-8pm),Chocolate Milk,0,8 floz,milks & cereals,dessert_beverage,beverage
Huffman,Dinner,(5pm-8pm),Chocolate Peamilk,140,1 cup,milks & cereals,dessert_beverage,beverage
Huffman,Dinner,(5pm-8pm),Oatmilk,140,1 cup,milks & cereals,dessert_beverage,beverage
Huffman,Dinner,(5pm-8pm),Soymilk,110,1 cup,milks & cereals,dessert_beverage,beverage
Huffman,Dinner,(5pm-8pm),Rice Chex Cereal,160,1 cup,milks & cereals,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Fruit Loops Cereal,850,,milks & cereals,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Raisin Bran Cereal,200,1 cup,milks & cereals,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Apple Jacks Cereal,170,1 cup,milks & cereals,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Rice Krispies,110,1 cup,milks & cereals,dessert_beverage,dessert
Huffman,Dinner,(5pm-8pm),Cocoa Puffs,140,1 cup,milks & cereals,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Cinnamon Toast Crunch Cereal,170,1 cup,milks & cereals,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Frosted Flakes,890,,milks & cereals,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Coke,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Starry,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Diet Coke,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Diet Pepsi,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Cherry Pepsi,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Mountain Dew,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Fanta Orange Soda,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Hi-C Fruit Punch,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Mountain Blast Powerade,0,12 floz,hydration station,dessert_beverage,topping
Huffman,Dinner,(5pm-8pm),Tractor Beverage Peach,10,12 floz,hydration station,dessert_beverage,beverage
Huffman,Dinner,(5pm-8pm),Tractor Beverage Lemonade,170,12 floz,hydration station,dessert_beverage,beverage
Huffman,Dinner,(5pm-8pm),Tractor Beverage Hibiscus Rose,15,12 floz,hydration station,dessert_beverage,beverage
Curtis,Breakfast,(7:30am-10:30am),Chocolate Chip Muffin,200,1 each,bakery,dessert_beverage,dessert
Curtis,Breakfast,(7:30am-10:30am),Blueberry Muffin,210,1 each,bakery,dessert_beverage,dessert
Curtis,Breakfast,(7:30am-10:30am),Chocolate Glazed Donut,490,1 each,bakery,dessert_beverage,dessert
Curtis,Breakfast,(7:30am-10:30am),Nonfat Plain Greek Yogurt,0,0.5 cup,fruit & yogurt bar,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Nonfat Strawberry Greek Yogurt,180,1 cup,fruit & yogurt bar,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Nonfat Vanilla Yogurt,100,0.5 cup,fruit & yogurt bar,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Cottage Cheese,90,0.5 cup,fruit & yogurt bar,byo_breakfast,extra
Curtis,Breakfast,(7:30am-10:30am),Pineapple,25,0.25 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Breakfast,(7:30am-10:30am),Cantaloupe,30,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Breakfast,(7:30am-10:30am),Honeydew Melon,35,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Breakfast,(7:30am-10:30am),Red Grapes,60,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Breakfast,(7:30am-10:30am),Green Grapes,60,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Breakfast,(7:30am-10:30am),Cinnamon Brown Sugar Granola,370,0.5 cup,fruit & yogurt bar,byo_breakfast,topping
Curtis,Breakfast,(7:30am-10:30am),Golden Raisins,130,0.25 cup,fruit & yogurt bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Dried Cranberries,70,2 tbsp,fruit & yogurt bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Chia Seeds,70,1.5 tbsp,fruit & yogurt bar,byo_breakfast,extra
Curtis,Breakfast,(7:30am-10:30am),Old Fashioned Oatmeal,110,0.75 cup,oatmeal bar,byo_breakfast,base
Curtis,Breakfast,(7:30am-10:30am),Brown Sugar,60,1 tbsp,oatmeal bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Flax Seed,60,1 tbsp,oatmeal bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Chia Seeds,70,1.5 tbsp,oatmeal bar,byo_breakfast,extra
Curtis,Breakfast,(7:30am-10:30am),Golden Raisins,130,0.25 cup,oatmeal bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Dried Cranberries,70,2 tbsp,oatmeal bar,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Overnight Chia Oats,310,0.5 cup,allgood,byo_bowl,unknown
Curtis,Breakfast,(7:30am-10:30am),Cranapple Raisin Compote,45,1 floz,allgood,byo_bowl,unknown
Curtis,Breakfast,(7:30am-10:30am),Warm Mixed Berry Compote,20,1 floz,allgood,byo_bowl,unknown
Curtis,Breakfast,(7:30am-10:30am),Honey,70,1 tbsp,allgood,byo_bowl,unknown
Curtis,Breakfast,(7:30am-10:30am),Fruit Salad drizzled with honey,580,0.5 cup,allgood,byo_bowl,veg
Curtis,Breakfast,(7:30am-10:30am),Fresh Banana,200,1 banana,allgood,byo_bowl,unknown
Curtis,Breakfast,(7:30am-10:30am),Cheesy Tater Tot Poutine,570,,entree,byo_bowl,unknown
Curtis,Breakfast,(7:30am-10:30am),Applewood Bacon,70,3 each,entree,byo_bowl,protein
Curtis,Breakfast,(7:30am-10:30am),Cage-Free Eggs,180,0.5 cup,made to order omelets,byo_breakfast,protein
Curtis,Breakfast,(7:30am-10:30am),Cage Free Egg Whites,100,0.5 cup,made to order omelets,byo_breakfast,protein
Curtis,Breakfast,(7:30am-10:30am),Just Egg,60,0.5 cup,made to order omelets,byo_breakfast,protein
Curtis,Breakfast,(7:30am-10:30am),Shredded Cheddar Cheese,120,0.25 cup,made to order omelets,byo_breakfast,extra
Curtis,Breakfast,(7:30am-10:30am),Diced Ham,30,1 oz,made to order omelets,byo_breakfast,protein
Curtis,Breakfast,(7:30am-10:30am),Diced Yellow Onion,15,1 oz,made to order omelets,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Chopped Fresh Spinach,10,1 cup,made to order omelets,byo_breakfast,unknown
Curtis,Breakfast,(7:30am-10:30am),Sliced Mushrooms,0,0.25 cup,made to order omelets,byo_breakfast,veg
Curtis,Breakfast,(7:30am-10:30am),Diced Mixed Bell Peppers,10,0.25 cup,made to order omelets,byo_breakfast,veg
Curtis,Breakfast,(7:30am-10:30am),Diced Tomatoes,0,1 floz,made to order omelets,byo_breakfast,veg
