Hall,Category,Time,Dish,Calories,Serving Size,Station,AutoCategory
Huffman,Dinner,(5pm-9pm),Cinnamon Brown Sugar Granola,350,0.5 cup,Fruit & Yogurt Bar,other 0.51
Huffman,Dinner,(5pm-9pm),Pumpkin Seeds,0,2 tbsp,Fruit & Yogurt Bar,produce 0.60
Huffman,Dinner,(5pm-9pm),Chia Seeds,70,1.5 tbsp,Fruit & Yogurt Bar,produce 0.61
Huffman,Dinner,(5pm-9pm),Red & Green Grapes,60,0.5 cup,Fruit & Yogurt Bar,produce 0.50
Huffman,Dinner,(5pm-9pm),Cantaloupe,30,0.5 cup,Fruit & Yogurt Bar,produce 0.70
Huffman,Dinner,(5pm-9pm),Pineapple Chunks,60,4 oz,Fruit & Yogurt Bar,produce 0.57
Huffman,Dinner,(5pm-9pm),Honeydew Melon,35,0.5 cup,Fruit & Yogurt Bar,other 0.58
Huffman,Dinner,(5pm-9pm),Rotisserie Jerk Chicken,0,1 piece,FuelD,main-protein 0.44
Huffman,Dinner,(5pm-9pm),Pineapple Rice,130,0.5 cup,FuelD,main-carb 0.54
Huffman,Dinner,(5pm-9pm),Zucchini & Yellow Squash Saute,70,0.5 cup,FuelD,other 0.54
Huffman,Dinner,(5pm-9pm),Southwest Green Beans,45,3 oz,FuelD,main-plant 0.56
Huffman,Dinner,(5pm-9pm),Dinner Rolls,90,1 each,FuelD,main-carb 0.62
Huffman,Dinner,(5pm-9pm),Whipped Butter,80,1 tbsp,FuelD,topping 0.60
Huffman,Dinner,(5pm-9pm),Pepperoni Pizza,260,1 slice,Pizza,main-combo 0.63
Huffman,Dinner,(5pm-9pm),Cheese Pizza,240,1 slice,Pizza,main-combo 0.67
Huffman,Dinner,(5pm-9pm),Autumn Harvest Pizza,510,1 slice,Pizza,other 0.56
Huffman,Dinner,(5pm-9pm),Ancho Beef Chili,260,8 floz,soup du jour,main-protein 0.55
Huffman,Dinner,(5pm-9pm),Cream of Tomato Soup,160,6 floz,soup du jour,soup 0.75
Huffman,Dinner,(5pm-9pm),Smash Burger,520,6 oz,Grill,main-combo 0.60
Huffman,Dinner,(5pm-9pm),Seasoned Turkey Burger,260,1 each,Grill,main-combo 0.61
Huffman,Dinner,(5pm-9pm),Grilled Seasoned Chicken Breast,240,1 each,Grill,main-protein 0.57
Huffman,Dinner,(5pm-9pm),Beyond Burger Patty,240,1 patty,Grill,main-combo 0.65
Huffman,Dinner,(5pm-9pm),Black Bean Burger,180,,Grill,main-plant 0.75
Huffman,Dinner,(5pm-9pm),Potato Roll,230,1 each,Grill,main-carb 0.65
Huffman,Dinner,(5pm-9pm),Bacon Onion Jam,110,2 tbsp,Grill,topping 0.63
Huffman,Dinner,(5pm-9pm),Roasted Mushrooms,130,0.5 cup,Grill,side 0.73
Huffman,Dinner,(5pm-9pm),Grilled Red Onions,25,0.25 cup,Grill,produce 0.66
Huffman,Dinner,(5pm-9pm),Fire Roasted Jalapenos,25,1 oz,Grill,other 0.53
Huffman,Dinner,(5pm-9pm),Crispy French Fries,250,4.5 oz,Grill,side 0.63
Huffman,Dinner,(5pm-9pm),Crispy Fried Onions,15,0.25 oz,Grill,side 0.64
Huffman,Dinner,(5pm-9pm),Cheddar Cheese,60,1 slice,Grill,topping 0.73
Huffman,Dinner,(5pm-9pm),American Cheese,50,1 slice,Grill,topping 0.73
Huffman,Dinner,(5pm-9pm),Sliced Swiss Cheese,60,1 serving,Grill,topping 0.67
Huffman,Dinner,(5pm-9pm),Sliced Pepperjack Cheese,100,1 slice,Grill,topping 0.71
Huffman,Dinner,(5pm-9pm),Sliced Yellow Onion,15,1 oz,Grill,produce 0.62
Huffman,Dinner,(5pm-9pm),Sliced Tomatoes,10,2 slice,Grill,produce 0.74
Huffman,Dinner,(5pm-9pm),Dill Pickle Slices,0,1 oz,Grill,produce 0.61
Huffman,Dinner,(5pm-9pm),Italian Wrap,730,1 each,classics,other 0.56
Huffman,Dinner,(5pm-9pm),Chicken bacon ranch wrap,630,,classics,main-protein 0.59
Huffman,Dinner,(5pm-9pm),Garden Vegetable Wrap,440,1 each,classics,main-plant 0.51
Huffman,Dinner,(5pm-9pm),Sweet Potato Fries,340,3.25 oz,classics,side 0.68
Huffman,Dinner,(5pm-9pm),Ranch Potato Chips,230,1.5 oz,classics,main-carb 0.57
Huffman,Dinner,(5pm-9pm),Citrus Grilled Chicken,160,4 oz,Entree,main-protein 0.50
Huffman,Dinner,(5pm-9pm),Falafel,130,1 each,Entree,main-carb 0.64
Huffman,Dinner,(5pm-9pm),Turmeric & Quinoa Basmati Rice,150,0.5 cup,Entree,main-carb 0.37
Huffman,Dinner,(5pm-9pm),Harissa Roasted Cauliflower,60,0.5 cup,Entree,main-plant 0.61
Huffman,Dinner,(5pm-9pm),Lemon Roasted Brussels Sprouts,45,0.5 cup,Entree,side 0.68
Huffman,Dinner,(5pm-9pm),Kalamata Olives,50,1 oz,Entree,other 0.52
Huffman,Dinner,(5pm-9pm),Feta Cheese,90,2 tbsp,Entree,topping 0.69
Huffman,Dinner,(5pm-9pm),Pickled Red Onion,25,0.25 cup,Entree,produce 0.60
Huffman,Dinner,(5pm-9pm),Lime Wedges,0,1 wedge,Entree,other 0.56
Huffman,Dinner,(5pm-9pm),Fresh Parsley,0,1 tbsp,Entree,other 0.59
Huffman,Dinner,(5pm-9pm),Kachumber Salad,30,0.5 cup,Entree,side 0.57
Huffman,Dinner,(5pm-9pm),Tzatziki Sauce,60,2 floz,Entree,topping 0.53
Huffman,Dinner,(5pm-9pm),White Rice,120,0.5 cup,street eats,main-carb 0.60
Huffman,Dinner,(5pm-9pm),Brown Rice,110,0.5 cup,street eats,side 0.69
Huffman,Dinner,(5pm-9pm),Sweet & Sour Tofu,160,6 oz,street eats,main-plant 0.51
Huffman,Dinner,(5pm-9pm),Bok Choy & Mushroom Sauté,20,0.5 cup,street eats,main-plant 0.52
Huffman,Dinner,(5pm-9pm),Togarashi,25,1 tbsp,street eats,other 0.29
Huffman,Dinner,(5pm-9pm),Tuxedo Sesame Seeds,0,1 tbsp,street eats,other 0.50
Huffman,Dinner,(5pm-9pm),MTO Furikake Seasoning,25,0.25 oz,street eats,other 0.40
Huffman,Dinner,(5pm-9pm),Nori Sheets,10,1 serving,street eats,other 0.35
Huffman,Dinner,(5pm-9pm),Chow Mein Noodles,130,0.5 cup,street eats,main-carb 0.57
Huffman,Dinner,(5pm-9pm),Fresh Scallions,0,1 tbsp,street eats,other 0.58
Huffman,Dinner,(5pm-9pm),Pickled Red Onion,25,0.25 cup,street eats,produce 0.60
Huffman,Dinner,(5pm-9pm),Sambal Oelek Chili Sauce,0,1 tsp,street eats,topping 0.53
Huffman,Dinner,(5pm-9pm),Sweet Soy Marinade,60,1 floz,street eats,other 0.58
Huffman,Dinner,(5pm-9pm),Tamari Soy Sauce,10,1 tbsp,street eats,topping 0.46
Huffman,Dinner,(5pm-9pm),Chili Oil,140,1 tbsp,street eats,topping 0.64
Huffman,Dinner,(5pm-9pm),Rice Vinegar & Soy Sauce Oil,50,1 floz,street eats,main-carb 0.49
Huffman,Dinner,(5pm-9pm),Chocolate Chip Cookies,180,1 each,sweets & treats,dessert 0.71
Huffman,Dinner,(5pm-9pm),Carnival Cookie,130,1 each,sweets & treats,dessert 0.60
Huffman,Dinner,(5pm-9pm),Black Forest Brownie,310,1 each,sweets & treats,dessert 0.47
Huffman,Dinner,(5pm-9pm),Peanut Butter Brownie Blondie,310,1 each,sweets & treats,dessert 0.64
Huffman,Dinner,(5pm-9pm),Plain Bagel,0,,toasted,main-carb 0.76
Huffman,Dinner,(5pm-9pm),Everything Bagel,310,1 each,toasted,main-carb 0.65
Huffman,Dinner,(5pm-9pm),Cinnamon Raisin Bagel,230,,toasted,main-carb 0.71
Huffman,Dinner,(5pm-9pm),Whole Wheat Bread,80,,toasted,main-carb 0.67
Huffman,Dinner,(5pm-9pm),White Bread,150,1 slice,toasted,main-carb 0.71
Huffman,Dinner,(5pm-9pm),English Muffin,110,,toasted,main-carb 0.61
Huffman,Dinner,(5pm-9pm),Made Without Gluten Bread,80,,toasted,main-carb 0.52
Huffman,Dinner,(5pm-9pm),Made without Gluten Bagel,0,,toasted,other 0.59
Huffman,Dinner,(5pm-9pm),Cream Cheese,70,1 oz,toasted,topping 0.79
Huffman,Dinner,(5pm-9pm),Sun Butter,100,1 tbsp,toasted,topping 0.62
Huffman,Dinner,(5pm-9pm),Peanut Butter,0,1 each,toasted,topping 0.70
Huffman,Dinner,(5pm-9pm),Grape Jelly,50,1 tbsp,toasted,topping 0.68
Huffman,Dinner,(5pm-9pm),Strawberry Jelly,50,1 tbsp,toasted,dessert 0.67
Huffman,Dinner,(5pm-9pm),Butter,100,1 tbsp,toasted,topping 0.67
Huffman,Dinner,(5pm-9pm),Belgian Waffle,0,1 each,waffle bar,main-carb 0.62
Huffman,Dinner,(5pm-9pm),Maple Syrup,40,1 tbsp,waffle bar,topping 0.62
Huffman,Dinner,(5pm-9pm),Chocolate Chips,120,2 tbsp,waffle bar,dessert 0.68
Huffman,Dinner,(5pm-9pm),Mini Marshmallow,20,2 tbsp,waffle bar,other 0.38
Huffman,Dinner,(5pm-9pm),Hershey's Chocolate Syrup,190,2 floz,waffle bar,dessert 0.61
Huffman,Dinner,(5pm-9pm),2% Milk,130,8 floz,Milks & Cereals,beverage 0.70
Huffman,Dinner,(5pm-9pm),Chocolate Milk,0,8 floz,Milks & Cereals,beverage 0.83
Huffman,Dinner,(5pm-9pm),Chocolate Peamilk,140,1 cup,Milks & Cereals,beverage 0.84
Huffman,Dinner,(5pm-9pm),Oatmilk,130,1 cup,Milks & Cereals,beverage 0.80
Huffman,Dinner,(5pm-9pm),Soymilk,100,1 cup,Milks & Cereals,beverage 0.80
Huffman,Dinner,(5pm-9pm),Rice Chex Cereal,160,1 cup,Milks & Cereals,main-carb 0.60
Huffman,Dinner,(5pm-9pm),Fruit Loops Cereal,120,,Milks & Cereals,other 0.58
Huffman,Dinner,(5pm-9pm),Raisin Bran Cereal,0,1 cup,Milks & Cereals,main-carb 0.61
Huffman,Dinner,(5pm-9pm),Apple Jacks Cereal,170,1 cup,Milks & Cereals,dessert 0.60
Huffman,Dinner,(5pm-9pm),Rice Krispies,110,1 cup,Milks & Cereals,main-carb 0.64
Huffman,Dinner,(5pm-9pm),Cocoa Puffs,140,1 cup,Milks & Cereals,dessert 0.60
Huffman,Dinner,(5pm-9pm),Cinnamon Toast Crunch Cereal,170,1 cup,Milks & Cereals,main-carb 0.60
Huffman,Dinner,(5pm-9pm),Frosted Flakes,150,,Milks & Cereals,dessert 0.68
Huffman,Dinner,(5pm-9pm),Banana Cream Pie Ice Cream,270,0.5 cup,Velvet Ice Cream Bar,dessert 0.82
Huffman,Dinner,(5pm-9pm),Birthday Cake Ice Cream,280,0.5 cup,Velvet Ice Cream Bar,dessert 0.81
Huffman,Dinner,(5pm-9pm),Campfire S'mores Ice Cream,340,0.5 cup,Velvet Ice Cream Bar,dessert 0.67
Huffman,Dinner,(5pm-9pm),Chocolate Ice Cream,0,0.66 cup,Velvet Ice Cream Bar,dessert 0.88
Huffman,Dinner,(5pm-9pm),Coffee Ice Cream,240,1 serving,Velvet Ice Cream Bar,dessert 0.78
Huffman,Dinner,(5pm-9pm),Cookies & Cream Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.82
Huffman,Dinner,(5pm-9pm),Cotton Candy Ice,600,0.5 cup,Velvet Ice Cream Bar,dessert 0.73
Huffman,Dinner,(5pm-9pm),Mint Chocolate Chip Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.86
Huffman,Dinner,(5pm-9pm),Orange Pineapple Ice Cream,240,0.5 cup,Velvet Ice Cream Bar,dessert 0.80
Huffman,Dinner,(5pm-9pm),Pumpkin Pie Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.83
Huffman,Dinner,(5pm-9pm),Rainbow Sherbet,170,0.5 cup,Velvet Ice Cream Bar,dessert 0.60
Huffman,Dinner,(5pm-9pm),Raspberry Fudge Cordial Ice Cream,290,0.5 cup,Velvet Ice Cream Bar,dessert 0.73
Huffman,Dinner,(5pm-9pm),Strawberry Ice Cream,230,1 serving,Velvet Ice Cream Bar,dessert 0.88
Huffman,Dinner,(5pm-9pm),Strawberry Cheesecake Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.87
Huffman,Dinner,(5pm-9pm),Summertime Peach Ice Cream,240,0.5 cup,Velvet Ice Cream Bar,dessert 0.74
Huffman,Dinner,(5pm-9pm),Triple Chocolate Chunk Ice Cream,320,0.5 cup,Velvet Ice Cream Bar,dessert 0.82
Huffman,Dinner,(5pm-9pm),Pretzel Sticks,0,1 serving,Velvet Ice Cream Bar,other 0.55
Huffman,Dinner,(5pm-9pm),Graham Cracker Crumbs,30,1 tbsp,Velvet Ice Cream Bar,main-carb 0.61
Huffman,Dinner,(5pm-9pm),Oreo Cookie Crumbs,70,2 tbsp,Velvet Ice Cream Bar,dessert 0.56
Huffman,Dinner,(5pm-9pm),Rainbow Sprinkles,60,1 tbsp,Velvet Ice Cream Bar,other 0.52
Huffman,Dinner,(5pm-9pm),Hershey's Chocolate Syrup,190,2 floz,Velvet Ice Cream Bar,dessert 0.61
Huffman,Dinner,(5pm-9pm),Caramel  Sauce,120,1 floz,Velvet Ice Cream Bar,topping 0.60
Curtis,Breakfast,(7:30am-10:30am),Blueberry Muffin,200,1 each,bakery,dessert 0.60
Curtis,Breakfast,(7:30am-10:30am),Cappuccino Chocolate Chunk Muffin,210,1 each,bakery,dessert 0.60
Curtis,Breakfast,(7:30am-10:30am),Powdered Sugar Donut Hole,90,1 each,bakery,dessert 0.43
Curtis,Breakfast,(7:30am-10:30am),Just Egg,60,1 serving,allgood,other 0.47
Curtis,Breakfast,(7:30am-10:30am),Maple Syrup,50,1 tbsp,allgood,topping 0.62
Curtis,Breakfast,(7:30am-10:30am),Turkey Sausage Patty,90,1 each,allgood,main-combo 0.65
Curtis,Breakfast,(7:30am-10:30am),Seasoned Home Fries,90,0.5 cup,allgood,side 0.57
Curtis,Breakfast,(7:30am-10:30am),Egg,190,0.5 cup,made to order omelets,other 0.48
Curtis,Breakfast,(7:30am-10:30am),Cage Free Egg Whites,100,0.5 cup,made to order omelets,other 0.40
Curtis,Breakfast,(7:30am-10:30am),Shelled Egg,80,1 each,made to order omelets,other 0.48
Curtis,Breakfast,(7:30am-10:30am),Diced Ham,30,1 oz,made to order omelets,main-protein 0.58
Curtis,Breakfast,(7:30am-10:30am),Diced Turkey Sausage,90,1 patty,made to order omelets,main-protein 0.58
Curtis,Breakfast,(7:30am-10:30am),Diced Yellow Onion,15,1 oz,made to order omelets,produce 0.71
Curtis,Breakfast,(7:30am-10:30am),Diced Mixed Bell Peppers,10,0.25 cup,made to order omelets,produce 0.67
Curtis,Breakfast,(7:30am-10:30am),Mushrooms,0,0.25 cup,made to order omelets,main-plant 0.59
Curtis,Breakfast,(7:30am-10:30am),Jalapeno Peppers,15,0.25 cup,made to order omelets,produce 0.64
Curtis,Breakfast,(7:30am-10:30am),Diced Tomatoes,0,1 floz,made to order omelets,produce 0.72
Curtis,Breakfast,(7:30am-10:30am),Shredded Cheddar Cheese,120,0.25 cup,made to order omelets,topping 0.69
Curtis,Breakfast,(7:30am-10:30am),Baby Spinach,15,1 cup,made to order omelets,produce 0.55
Curtis,Breakfast,(7:30am-10:30am),Scrambled Eggs,190,0.5 cup,Entree,main-combo 0.60
Curtis,Breakfast,(7:30am-10:30am),Grilled Kielbasa,340,4 oz,Entree,main-combo 0.63
Curtis,Breakfast,(7:30am-10:30am),Cheesy Cheddar Hash Browns,130,0.5 cup,Entree,main-combo 0.63
Curtis,Breakfast,(7:30am-10:30am),Maple Syrup,50,1 tbsp,Entree,topping 0.62
Curtis,Breakfast,(7:30am-10:30am),Pumpkin French Toast,210,1 slice,Entree,other 0.59
Curtis,Breakfast,(7:30am-10:30am),Old Fashioned Oatmeal,120,0.75 cup,grit and oatmeal bar,beverage 0.61
Curtis,Breakfast,(7:30am-10:30am),Brown Sugar,60,1 tbsp,grit and oatmeal bar,other 0.59
Curtis,Breakfast,(7:30am-10:30am),Golden Raisins,130,0.25 cup,grit and oatmeal bar,other 0.56
Curtis,Breakfast,(7:30am-10:30am),Dried Cranberries,70,2 tbsp,grit and oatmeal bar,other 0.54
Curtis,Breakfast,(7:30am-10:30am),Nonfat Vanilla Greek Yogurt,180,1 cup,Fruit & Yogurt Bar,side 0.51
Curtis,Breakfast,(7:30am-10:30am),Nonfat Plain Greek Yogurt,100,0.75 cup,Fruit & Yogurt Bar,side 0.48
Curtis,Breakfast,(7:30am-10:30am),Nonfat Strawberry Greek Yogurt,180,1 cup,Fruit & Yogurt Bar,side 0.50
Curtis,Breakfast,(7:30am-10:30am),Cottage Cheese,90,0.5 cup,Fruit & Yogurt Bar,topping 0.76
Curtis,Breakfast,(7:30am-10:30am),Cinnamon Brown Sugar Granola,360,0.5 cup,Fruit & Yogurt Bar,other 0.51
Curtis,Breakfast,(7:30am-10:30am),Pumpkin Seeds,0,2 tbsp,Fruit & Yogurt Bar,produce 0.60
Curtis,Breakfast,(7:30am-10:30am),Chia Seeds,70,1.5 tbsp,Fruit & Yogurt Bar,produce 0.61
Curtis,Breakfast,(7:30am-10:30am),Red & Green Grapes,60,0.5 cup,Fruit & Yogurt Bar,produce 0.50
Curtis,Breakfast,(7:30am-10:30am),Cantaloupe,30,0.5 cup,Fruit & Yogurt Bar,produce 0.70
Curtis,Breakfast,(7:30am-10:30am),Sliced Strawberries,15,0.25 cup,Fruit & Yogurt Bar,other 0.59
Curtis,Breakfast,(7:30am-10:30am),Honeydew Melon,35,0.5 cup,Fruit & Yogurt Bar,other 0.58
Curtis,Breakfast,(7:30am-10:30am),Plain Bagel,0,,waffle bar,main-carb 0.76
Curtis,Breakfast,(7:30am-10:30am),Everything Bagel,310,1 each,waffle bar,main-carb 0.65
Curtis,Breakfast,(7:30am-10:30am),Blueberry Bagel,320,,waffle bar,main-carb 0.68
Curtis,Breakfast,(7:30am-10:30am),Cinnamon Raisin Bagel,0,,waffle bar,main-carb 0.71
Curtis,Breakfast,(7:30am-10:30am),Whole Wheat Bread,0,,waffle bar,main-carb 0.67
Curtis,Breakfast,(7:30am-10:30am),White Bread,150,1 slice,waffle bar,main-carb 0.71
Curtis,Breakfast,(7:30am-10:30am),Made Without Gluten Bread,150,,waffle bar,main-carb 0.52
Curtis,Breakfast,(7:30am-10:30am),Made without Gluten Bagel,260,,waffle bar,other 0.59
Curtis,Breakfast,(7:30am-10:30am),Cream Cheese,100,1 oz,waffle bar,topping 0.79
Curtis,Breakfast,(7:30am-10:30am),Sun Butter,100,1 tbsp,waffle bar,topping 0.62
Curtis,Breakfast,(7:30am-10:30am),Peanut Butter,0,1 each,waffle bar,topping 0.70
Curtis,Breakfast,(7:30am-10:30am),Grape Jelly,50,1 tbsp,waffle bar,topping 0.68
Curtis,Breakfast,(7:30am-10:30am),Strawberry Jelly,50,1 tbsp,waffle bar,dessert 0.67
Curtis,Breakfast,(7:30am-10:30am),Butter,100,1 tbsp,waffle bar,topping 0.67
Curtis,Breakfast,(7:30am-10:30am),Belgian Waffle,220,1 each,waffle bar,main-carb 0.62
Curtis,Breakfast,(7:30am-10:30am),Waffle,300,1 serving,waffle bar,main-carb 0.61
Curtis,Breakfast,(7:30am-10:30am),Maple Syrup,50,1 tbsp,waffle bar,topping 0.62
Curtis,Breakfast,(7:30am-10:30am),Chocolate Chips,100,2 tbsp,waffle bar,dessert 0.68
Curtis,Breakfast,(7:30am-10:30am),Mini Marshmallow,20,2 tbsp,waffle bar,other 0.38
Curtis,Breakfast,(7:30am-10:30am),Hershey's Chocolate Syrup,0,2 floz,waffle bar,dessert 0.61
Curtis,Breakfast,(7:30am-10:30am),Rainbow Sprinkles,50,1 tbsp,waffle bar,other 0.52
Curtis,Breakfast,(7:30am-10:30am),M&M's Pieces,150,1 oz,waffle bar,dessert 0.45
Curtis,Breakfast,(7:30am-10:30am),2% Milk,130,8 floz,Milks & Cereals,beverage 0.70
Curtis,Breakfast,(7:30am-10:30am),Chocolate Milk,0,8 floz,Milks & Cereals,beverage 0.83
Curtis,Breakfast,(7:30am-10:30am),Chocolate Peamilk,140,1 cup,Milks & Cereals,beverage 0.84
Curtis,Breakfast,(7:30am-10:30am),Oatmilk,130,1 cup,Milks & Cereals,beverage 0.80
Curtis,Breakfast,(7:30am-10:30am),Soymilk,100,1 cup,Milks & Cereals,beverage 0.80
Curtis,Breakfast,(7:30am-10:30am),Rice Chex Cereal,120,1 cup,Milks & Cereals,main-carb 0.60
Curtis,Breakfast,(7:30am-10:30am),Fruit Loops Cereal,120,,Milks & Cereals,other 0.58
Curtis,Breakfast,(7:30am-10:30am),Apple Jacks Cereal,170,1 cup,Milks & Cereals,dessert 0.60
Curtis,Breakfast,(7:30am-10:30am),Cocoa Puffs,140,1 cup,Milks & Cereals,dessert 0.60
Curtis,Breakfast,(7:30am-10:30am),Cinnamon Toast Crunch Cereal,170,1 cup,Milks & Cereals,main-carb 0.60
Curtis,Breakfast,(7:30am-10:30am),Frosted Flakes,150,,Milks & Cereals,dessert 0.68
Curtis,Lunch,(11am-2:30pm),Morrocan Beef Brisket,660,1 serving,allgood,main-protein 0.54
Curtis,Lunch,(11am-2:30pm),Moroccan Roasted Carrots,120,0.5 cup,allgood,side 0.70
Curtis,Lunch,(11am-2:30pm),Yellow Rice,140,0.5 cup,allgood,side 0.60
Curtis,Lunch,(11am-2:30pm),Roasted Green Beans,90,3 oz,allgood,side 0.74
Curtis,Lunch,(11am-2:30pm),Chicken Andouille Gumbo,110,6 oz,Entree,main-combo 0.60
Curtis,Lunch,(11am-2:30pm),White Rice,120,0.5 cup,Entree,main-carb 0.60
Curtis,Lunch,(11am-2:30pm),Mini Corn Muffins,100,1 serving,Entree,side 0.59
Curtis,Lunch,(11am-2:30pm),Zucchini & Yellow Squash Saute,70,0.5 cup,Entree,other 0.54
Curtis,Lunch,(11am-2:30pm),Grilled Seasoned Chicken Breast,250,1 each,Grill,main-protein 0.57
Curtis,Lunch,(11am-2:30pm),Corn Chips,150,1 oz,Grill,side 0.60
Curtis,Lunch,(11am-2:30pm),Black Beans with Cumin,140,0.5 cup,Grill,side 0.68
Curtis,Lunch,(11am-2:30pm),Guacamole,30,2 tbsp,Grill,topping 0.67
Curtis,Lunch,(11am-2:30pm),Shredded Cheddar Cheese,120,0.25 cup,Grill,topping 0.69
Curtis,Lunch,(11am-2:30pm),Diced Red Onions,10,2 tbsp,Grill,produce 0.73
Curtis,Lunch,(11am-2:30pm),Pico de Gallo,10,2 tbsp,Grill,other 0.38
Curtis,Lunch,(11am-2:30pm),Pickled Jalapenos,25,1 oz,Grill,topping 0.58
Curtis,Lunch,(11am-2:30pm),Chunky Salsa,10,2 tbsp,Grill,topping 0.62
Curtis,Lunch,(11am-2:30pm),Taco Beef,270,3.5 oz,Grill,main-combo 0.61
Curtis,Lunch,(11am-2:30pm),Cheese Pizza,240,1 slice,Pizza,main-combo 0.67
Curtis,Lunch,(11am-2:30pm),Pepperoni Pizza,240,1 slice,Pizza,main-combo 0.63
Curtis,Lunch,(11am-2:30pm),"10"" Cauliflower Pizza Crust",510,1 crust,Pizza,other 0.49
Curtis,Lunch,(11am-2:30pm),Ham & Feta Pizza,230,1 slice,Pizza,main-combo 0.67
Curtis,Lunch,(11am-2:30pm),Beef & Rice Soup,70,6 floz,the soup fix,soup 0.75
Curtis,Lunch,(11am-2:30pm),Brown Sugar,60,1 tbsp,the soup fix,other 0.59
Curtis,Lunch,(11am-2:30pm),Golden Raisins,130,0.25 cup,the soup fix,other 0.56
Curtis,Lunch,(11am-2:30pm),Dried Cranberries,70,2 tbsp,the soup fix,other 0.54
Curtis,Lunch,(11am-2:30pm),Goldfish (R) Crackers,0,15 pieces,the soup fix,main-protein 0.48
Curtis,Lunch,(11am-2:30pm),Housemade Seasoned Croutons,150,1 oz,the soup fix,topping 0.38
Curtis,Lunch,(11am-2:30pm),Chicken Noodle Soup,90,6 floz,the soup fix,soup 0.76
Curtis,Lunch,(11am-2:30pm),Romaine Lettuce,15,1 cup,Produce Market,produce 0.67
Curtis,Lunch,(11am-2:30pm),Field Greens,15,2 oz,Produce Market,other 0.41
Curtis,Lunch,(11am-2:30pm),Grape Tomatoes,15,0.5 cup,Produce Market,produce 0.72
Curtis,Lunch,(11am-2:30pm),Shredded Carrots,15,0.25 cup,Produce Market,produce 0.71
Curtis,Lunch,(11am-2:30pm),Sliced Red Onions,15,1 oz,Produce Market,produce 0.68
Curtis,Lunch,(11am-2:30pm),Sliced Cucumber,10,0.5 cup,Produce Market,produce 0.68
Curtis,Lunch,(11am-2:30pm),Cauliflower Florets,30,0.5 cup,Produce Market,produce 0.68
Curtis,Lunch,(11am-2:30pm),Broccoli Florets,15,0.5 cup,Produce Market,produce 0.70
Curtis,Lunch,(11am-2:30pm),Sliced Bell Peppers,10,1 oz,Produce Market,produce 0.71
Curtis,Lunch,(11am-2:30pm),Shredded Cheddar Cheese,120,0.25 cup,Produce Market,topping 0.69
Curtis,Lunch,(11am-2:30pm),Feta Cheese,90,2 tbsp,Produce Market,topping 0.69
Curtis,Lunch,(11am-2:30pm),Roasted Tofu,170,4 oz,Produce Market,main-plant 0.69
Curtis,Lunch,(11am-2:30pm),Diced Grilled Chicken,120,3 oz,Produce Market,main-combo 0.64
Curtis,Lunch,(11am-2:30pm),Hard-Boiled Eggs,60,1 egg,Produce Market,other 0.50
Curtis,Lunch,(11am-2:30pm),Ranch Dressing,160,28 g,Produce Market,topping 0.74
Curtis,Lunch,(11am-2:30pm),Orange Balsamic Vinaigrette,160,2 tbsp,Produce Market,topping 0.62
Curtis,Lunch,(11am-2:30pm),Italian Vinaigrette,140,2 tbsp,Produce Market,topping 0.67
Curtis,Lunch,(11am-2:30pm),Honey Mustard Dressing,140,2 floz,Produce Market,topping 0.71
Curtis,Lunch,(11am-2:30pm),Nonfat Vanilla Greek Yogurt,180,1 cup,Fruit & Yogurt Bar,side 0.51
Curtis,Lunch,(11am-2:30pm),Cottage Cheese,90,0.5 cup,Fruit & Yogurt Bar,topping 0.76
Curtis,Lunch,(11am-2:30pm),Pineapple,25,0.25 cup,Fruit & Yogurt Bar,produce 0.65
Curtis,Lunch,(11am-2:30pm),Red & Green Grapes,60,0.5 cup,Fruit & Yogurt Bar,produce 0.50
Curtis,Lunch,(11am-2:30pm),Cantaloupe,30,0.5 cup,Fruit & Yogurt Bar,produce 0.70
Curtis,Lunch,(11am-2:30pm),Cinnamon Brown Sugar Granola,360,0.5 cup,Fruit & Yogurt Bar,other 0.51
Curtis,Lunch,(11am-2:30pm),Pumpkin Seeds,0,2 tbsp,Fruit & Yogurt Bar,produce 0.60
Curtis,Lunch,(11am-2:30pm),Chia Seeds,70,1.5 tbsp,Fruit & Yogurt Bar,produce 0.61
Curtis,Lunch,(11am-2:30pm),Sliced Turkey Breast,100,3 oz,Deli,main-protein 0.48
Curtis,Lunch,(11am-2:30pm),Cherrywood Ham,150,3 oz,Deli,main-protein 0.53
Curtis,Lunch,(11am-2:30pm),Sliced Salami,130,3 slice,Deli,other 0.58
Curtis,Lunch,(11am-2:30pm),Pepperoni,0,1 serving,Deli,other 0.57
Curtis,Lunch,(11am-2:30pm),Cheddar Cheese,60,1 slice,Deli,topping 0.73
Curtis,Lunch,(11am-2:30pm),Sliced Provolone Cheese,120,1 slice,Deli,topping 0.61
Curtis,Lunch,(11am-2:30pm),Sliced Pepperjack Cheese,100,1 slice,Deli,topping 0.71
Curtis,Lunch,(11am-2:30pm),Sliced Swiss Cheese,60,1 serving,Deli,topping 0.67
