Hall,Category,Time,Dish,Calories,Serving Size,Station
Huffman,Dinner,(5pm-9pm),Pepperoni Pizza,280,1 slice,pizza
Huffman,Dinner,(5pm-9pm),Cheese Pizza,240,1 slice,pizza
Huffman,Dinner,(5pm-9pm),Shrimp Scampi Pizza,500,1 slice,pizza
Huffman,Dinner,(5pm-9pm),Scratchmade Ranch Dressing,150,28 g,pizza
Huffman,Dinner,(5pm-9pm),Grated Parmesan Cheese,60,2 tbsp,pizza
Huffman,Dinner,(5pm-9pm),Italian Seasoning,0,1 tsp,pizza
Huffman,Dinner,(5pm-9pm),Crushed Red Pepper Flakes,0,1 serving,pizza
Huffman,Dinner,(5pm-9pm),Hot Honey,45,1 serving,pizza
Huffman,Dinner,(5pm-9pm),Beef Barley Soup,110,6 floz,soup du jour
Huffman,Dinner,(5pm-9pm),Butternut Squash Bisque,80,8 floz,soup du jour
Huffman,Dinner,(5pm-9pm),Dinner Rolls,90,1 each,breads & spreads
Huffman,Dinner,(5pm-9pm),Whipped Butter,80,1 tbsp,breads & spreads
Huffman,Dinner,(5pm-9pm),Orange Honey Butter,150,1 serving,breads & spreads
Huffman,Dinner,(5pm-9pm),Herb Butter,160,1 oz,breads & spreads
Huffman,Dinner,(5pm-9pm),Crispy French Fries,250,4.5 oz,grill special
Huffman,Dinner,(5pm-9pm),Dijon Turkey & Bacon Panini,590,1 each,grill special
Huffman,Dinner,(5pm-9pm),Cranberry Orange Barley Salad,110,0.5 cup,plant power
Huffman,Dinner,(5pm-9pm),Balsamic Glazed Brussels Sprouts,70,0.5 cup,plant power
Huffman,Dinner,(5pm-9pm),Roasted Chipotle Sweet Potatoes,140,0.5 cup,plant power
Huffman,Dinner,(5pm-9pm),Chimichurri,90,2 tbsp,plant power
Huffman,Dinner,(5pm-9pm),Sriracha Yogurt Sauce,550,,plant power
Huffman,Dinner,(5pm-9pm),Chile-Lime Ranch Dressing,120,1 serving,plant power
Huffman,Dinner,(5pm-9pm),Roasted Red Potatoes,90,0.5 cup,plant power
Huffman,Dinner,(5pm-9pm),Roasted Diced Eggplant,160,0.5 cup,plant power
Huffman,Dinner,(5pm-9pm),Beef Moussaka,420,1 serving,entree
Huffman,Dinner,(5pm-9pm),Honey Lemon Roasted Potatoes,100,0.5 cup,entree
Huffman,Dinner,(5pm-9pm),Sauteed Squash & Tomato,45,0.5 cup,entree
Huffman,Dinner,(5pm-9pm),Field Greens,15,2 oz,entree
Huffman,Dinner,(5pm-9pm),Feta Cheese Crumbles,90,2 tbsp,entree
Huffman,Dinner,(5pm-9pm),Spicy Pickles,10,0.25 cup,entree
Huffman,Dinner,(5pm-9pm),Marinated Artichoke Hearts,140,0.5 cup,entree
Huffman,Dinner,(5pm-9pm),Marinated Mushrooms,150,0.5 cup,entree
Huffman,Dinner,(5pm-9pm),Pickled Red Onions,15,1 oz,entree
Huffman,Dinner,(5pm-9pm),Pickled Watermelon Radish,30,1 oz,entree
Huffman,Dinner,(5pm-9pm),Pickled Jalapenos,15,1 oz,entree
Huffman,Dinner,(5pm-9pm),Pumpkin Seeds,0,2 tbsp,entree
Huffman,Dinner,(5pm-9pm),Lemon Wedge,0,1 wedge,entree
Huffman,Dinner,(5pm-9pm),Lemon & Garlic Tahini Dressing,90,1 floz,entree
Huffman,Dinner,(5pm-9pm),Garlic Green Beans,35,0.5 cup,entree
Huffman,Dinner,(5pm-9pm),White Rice,120,0.5 cup,street eats
Huffman,Dinner,(5pm-9pm),Brown Rice,110,0.5 cup,street eats
Huffman,Dinner,(5pm-9pm),Tri-Color Quinoa,140,0.5 cup,street eats
Huffman,Dinner,(5pm-9pm),Pickled Watermelon Radish,30,1 oz,street eats toppings
Huffman,Dinner,(5pm-9pm),Pickled Beets,15,1 oz,street eats toppings
Huffman,Dinner,(5pm-9pm),Spicy Pickles,10,0.25 cup,street eats toppings
Huffman,Dinner,(5pm-9pm),Pickled Cauliflower,15,2 oz,street eats toppings
Huffman,Dinner,(5pm-9pm),Kimchi,25,0.5 cup,street eats toppings
Huffman,Dinner,(5pm-9pm),Pickled Carrot,15,1 oz,street eats toppings
Huffman,Dinner,(5pm-9pm),Pickled Turnips,180,,street eats toppings
Huffman,Dinner,(5pm-9pm),Tuxedo Sesame Seeds,0,1 tbsp,street eats toppings
Huffman,Dinner,(5pm-9pm),MTO Furikake Seasoning,25,0.25 oz,street eats toppings
Huffman,Dinner,(5pm-9pm),Nori Sheets,10,1 serving,street eats toppings
Huffman,Dinner,(5pm-9pm),Chow Mein Noodles,130,0.5 cup,street eats toppings
Huffman,Dinner,(5pm-9pm),Fresh Scallions,25,1 tbsp,street eats toppings
Huffman,Dinner,(5pm-9pm),Pickled Red Onion,25,0.25 cup,street eats toppings
Huffman,Dinner,(5pm-9pm),Sambal Oelek Chili Sauce,0,1 tsp,street eats toppings
Huffman,Dinner,(5pm-9pm),Tamari Soy Sauce,10,1 tbsp,street eats toppings
Huffman,Dinner,(5pm-9pm),Chili Oil,140,1 tbsp,street eats toppings
Huffman,Dinner,(5pm-9pm),Romaine Lettuce,15,1 cup,produce market
Huffman,Dinner,(5pm-9pm),Kale Greens Mix,10,1 cup,produce market
Huffman,Dinner,(5pm-9pm),Romaine Lettuce,15,1 cup,produce market
Huffman,Dinner,(5pm-9pm),Baby Spinach,15,1 cup,produce market
Huffman,Dinner,(5pm-9pm),Chilled Quinoa,130,0.5 cup,produce market
Huffman,Dinner,(5pm-9pm),Grape Tomatoes,15,0.5 cup,produce market
Huffman,Dinner,(5pm-9pm),Sliced Cucumber,10,0.5 cup,produce market
Huffman,Dinner,(5pm-9pm),Shredded Carrots,25,2 oz,produce market
Huffman,Dinner,(5pm-9pm),Sliced Red Onions,15,1 oz,produce market
Huffman,Dinner,(5pm-9pm),Sliced Bell Peppers,10,1 oz,produce market
Huffman,Dinner,(5pm-9pm),Sliced Black Olives,0,2 tbsp,produce market
Huffman,Dinner,(5pm-9pm),Roasted Edamame,170,0.5 cup,produce market
Huffman,Dinner,(5pm-9pm),Pickled Beets,15,1 oz,produce market
Huffman,Dinner,(5pm-9pm),Fresh Broccoli Florets,20,0.5 cup,produce market
Huffman,Dinner,(5pm-9pm),Roasted Brussels Sprouts,45,0.5 cup,produce market
Huffman,Dinner,(5pm-9pm),Crispy Chickpeas,60,0.5 oz,produce market
Huffman,Dinner,(5pm-9pm),Diced Chicken,160,3.75 oz,produce market
Huffman,Dinner,(5pm-9pm),Roasted Tofu,120,3 oz,produce market
Huffman,Dinner,(5pm-9pm),Hard-Boiled Eggs,60,1 egg,produce market
Huffman,Dinner,(5pm-9pm),Shredded Cheddar Cheese,120,0.25 cup,produce market
Huffman,Dinner,(5pm-9pm),Raspberry Vinaigrette,0,2 tbsp,produce market / dressings
Huffman,Dinner,(5pm-9pm),Maple Cider Vinaigrette,250,2 floz,produce market / dressings
Huffman,Dinner,(5pm-9pm),Herbed Balsamic Vinaigrette,25,1 floz,produce market / dressings
Huffman,Dinner,(5pm-9pm),Italian Dressing,260,1 serving,produce market / dressings
Huffman,Dinner,(5pm-9pm),Herb Ranch Dressing,70,1 floz,produce market / dressings
Huffman,Dinner,(5pm-9pm),House Made Honey Mustard,120,1 tbsp,produce market / dressings
Huffman,Dinner,(5pm-9pm),Nonfat Vanilla Greek Yogurt,170,1 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Nonfat Plain Greek Yogurt,100,0.75 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Nonfat Strawberry Greek Yogurt,180,1 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Cottage Cheese,90,0.5 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Cinnamon Brown Sugar Granola,370,0.5 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Pumpkin Seeds,0,2 tbsp,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Chia Seeds,70,1.5 tbsp,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Red & Green Grapes,60,0.5 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Cantaloupe,30,0.5 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Fresh Pineapple,60,4 oz,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Honeydew Melon,35,0.5 cup,fruit & yogurt bar
Huffman,Dinner,(5pm-9pm),Double Chocolate Chip Cookie,170,1 serving,sweets & treats
Huffman,Dinner,(5pm-9pm),Oatmeal Raisin Cookie,230,1 each,sweets & treats
Huffman,Dinner,(5pm-9pm),Chocolate Mousse Cake,280,0.5 serving,sweets & treats
Huffman,Dinner,(5pm-9pm),Banana Cream Pie Ice Cream,270,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Birthday Cake Ice Cream,280,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Campfire S'mores Ice Cream,340,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Chocolate Ice Cream,0,0.66 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Coffee Ice Cream,240,1 serving,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Cookies & Cream Ice Cream,260,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Cotton Candy Ice,600,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Mint Chocolate Chip Ice Cream,260,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Orange Pineapple Ice Cream,240,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Pumpkin Pie Ice Cream,260,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Rainbow Sherbet,170,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Raspberry Fudge Cordial Ice Cream,290,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Strawberry Ice Cream,230,1 serving,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Strawberry Cheesecake Ice Cream,260,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Summertime Peach Ice Cream,240,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Triple Chocolate Chunk Ice Cream,320,0.5 cup,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Pretzel Sticks,0,1 serving,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Graham Cracker Crumbs,30,1 tbsp,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Oreo Cookie Crumbs,70,2 tbsp,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Rainbow Sprinkles,60,1 tbsp,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Strawberry Syrup,60,,velvet ice cream bar
Huffman,Dinner,(5pm-9pm),Plain Bagel,330,,toasted
Huffman,Dinner,(5pm-9pm),Everything Bagel,310,1 each,toasted
Huffman,Dinner,(5pm-9pm),Cinnamon Raisin Bagel,230,,toasted
Huffman,Dinner,(5pm-9pm),Whole Wheat Bread,80,,toasted
Huffman,Dinner,(5pm-9pm),White Bread,150,1 slice,toasted
Huffman,Dinner,(5pm-9pm),English Muffin,110,,toasted
Huffman,Dinner,(5pm-9pm),Made Without Gluten Bread,90,1 slice,toasted
Huffman,Dinner,(5pm-9pm),Made without Gluten Bagel,270,,toasted
Huffman,Dinner,(5pm-9pm),Cream Cheese,70,1 oz,toasted
Huffman,Dinner,(5pm-9pm),Sun Butter,100,1 tbsp,toasted
Huffman,Dinner,(5pm-9pm),Peanut Butter,120,1 each,toasted
Huffman,Dinner,(5pm-9pm),Grape Jelly,50,1 tbsp,toasted
Huffman,Dinner,(5pm-9pm),Strawberry Jelly,50,1 tbsp,toasted
Huffman,Dinner,(5pm-9pm),Butter,100,1 tbsp,toasted
Huffman,Dinner,(5pm-9pm),Belgian Waffle,220,1 each,waffle bar
Huffman,Dinner,(5pm-9pm),Maple Syrup,40,1 tbsp,waffle bar
Huffman,Dinner,(5pm-9pm),Chocolate Chips,120,2 tbsp,waffle bar
Huffman,Dinner,(5pm-9pm),Mini Marshmallow,20,2 tbsp,waffle bar
Huffman,Dinner,(5pm-9pm),Hershey's Chocolate Syrup,190,2 floz,waffle bar
Huffman,Dinner,(5pm-9pm),2% Milk,130,8 floz,milks & cereals
Huffman,Dinner,(5pm-9pm),Chocolate Milk,0,8 floz,milks & cereals
Huffman,Dinner,(5pm-9pm),Chocolate Peamilk,140,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Oatmilk,130,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Soymilk,100,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Rice Chex Cereal,160,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Fruit Loops Cereal,120,,milks & cereals
Huffman,Dinner,(5pm-9pm),Raisin Bran Cereal,200,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Apple Jacks Cereal,170,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Rice Krispies,110,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Cocoa Puffs,140,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Cinnamon Toast Crunch Cereal,170,1 cup,milks & cereals
Huffman,Dinner,(5pm-9pm),Frosted Flakes,150,,milks & cereals
Huffman,Dinner,(5pm-9pm),Coke,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Starry,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Diet Coke,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Diet Pepsi,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Cherry Pepsi,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Mountain Dew,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Fanta Orange Soda,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Hi-C Fruit Punch,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Mountain Blast Powerade,0,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Tractor Beverage Peach,10,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Tractor Beverage Lemonade,170,12 floz,hydration station
Huffman,Dinner,(5pm-9pm),Tractor Beverage Hibiscus Rose,15,12 floz,hydration station
Curtis,Breakfast,(7:30am-10:30am),Blueberry Muffin,200,1 each,bakery
Curtis,Breakfast,(7:30am-10:30am),Apple Cinnamon Muffin,230,1 each,bakery
Curtis,Breakfast,(7:30am-10:30am),Elon Blueberry Scone,390,1 each,bakery
Curtis,Breakfast,(7:30am-10:30am),Nonfat Plain Greek Yogurt,170,0.75 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Nonfat Strawberry Greek Yogurt,180,1 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Nonfat Vanilla Yogurt,100,0.5 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Cottage Cheese,90,0.5 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Pineapple,25,0.25 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Cantaloupe,30,0.5 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Honeydew Melon,35,0.5 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Red Grapes,60,0.5 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Green Grapes,60,0.5 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Cinnamon Brown Sugar Granola,380,0.5 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Golden Raisins,130,0.25 cup,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Dried Cranberries,70,2 tbsp,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Chia Seeds,70,1.5 tbsp,fruit & yogurt bar
Curtis,Breakfast,(7:30am-10:30am),Old Fashioned Oatmeal,120,0.75 cup,oatmeal bar
Curtis,Breakfast,(7:30am-10:30am),Brown Sugar,60,1 tbsp,oatmeal bar
Curtis,Breakfast,(7:30am-10:30am),Flax Seed,60,1 tbsp,oatmeal bar
Curtis,Breakfast,(7:30am-10:30am),Chia Seeds,70,1.5 tbsp,oatmeal bar
Curtis,Breakfast,(7:30am-10:30am),Golden Raisins,130,0.25 cup,oatmeal bar
Curtis,Breakfast,(7:30am-10:30am),Dried Cranberries,70,2 tbsp,oatmeal bar
Curtis,Breakfast,(7:30am-10:30am),Maple Overnight Oats,290,0.5 cup,allgood
Curtis,Breakfast,(7:30am-10:30am),Warm Mixed Berry Compote,20,1 floz,allgood
Curtis,Breakfast,(7:30am-10:30am),Cranapple Raisin Compote,50,1 floz,allgood
Curtis,Breakfast,(7:30am-10:30am),Sliced Banana,60,2 oz,allgood
Curtis,Breakfast,(7:30am-10:30am),Pumpkin Seeds,0,2 tbsp,allgood
Curtis,Breakfast,(7:30am-10:30am),Maple Syrup,50,1 tbsp,allgood
Curtis,Breakfast,(7:30am-10:30am),Scrambled Eggs,190,0.5 cup,entree
Curtis,Breakfast,(7:30am-10:30am),O'Brien Potatoes,140,0.5 cup,entree
Curtis,Breakfast,(7:30am-10:30am),Turkey Sausage Link,100,2 link,entree
Curtis,Breakfast,(7:30am-10:30am),Orange Spice French Toast,490,1 serving,entree
Curtis,Breakfast,(7:30am-10:30am),Maple Syrup,50,1 tbsp,entree
Curtis,Breakfast,(7:30am-10:30am),Cage-Free Eggs,180,0.5 cup,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Cage Free Egg Whites,100,0.5 cup,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Just Egg,60,0.5 cup,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Shredded Cheddar Cheese,120,0.25 cup,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Diced Ham,30,1 oz,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Diced Yellow Onion,15,1 oz,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Chopped Fresh Spinach,10,1 cup,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Sliced Mushrooms,0,0.25 cup,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Diced Mixed Bell Peppers,10,0.25 cup,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Diced Tomatoes,0,1 floz,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Fresh Sliced Jalapenos,10,1 oz,made to order omelets
Curtis,Breakfast,(7:30am-10:30am),Whole Wheat Bread,80,,toasted
Curtis,Breakfast,(7:30am-10:30am),White Bread,150,1 slice,toasted
Curtis,Breakfast,(7:30am-10:30am),Made Without Gluten Bread,150,1 slice,toasted
Curtis,Breakfast,(7:30am-10:30am),Plain Bagel,0,,toasted
Curtis,Breakfast,(7:30am-10:30am),Blueberry Bagel,320,,toasted
Curtis,Breakfast,(7:30am-10:30am),Everything Bagel,310,1 each,toasted
Curtis,Breakfast,(7:30am-10:30am),Sesame Bagel,0,1 each,toasted
Curtis,Breakfast,(7:30am-10:30am),Butter,100,1 tbsp,toasted
Curtis,Breakfast,(7:30am-10:30am),Sun Butter,100,1 tbsp,toasted
Curtis,Breakfast,(7:30am-10:30am),Peanut Butter,120,1 each,toasted
Curtis,Breakfast,(7:30am-10:30am),Strawberry Jelly,50,1 tbsp,toasted
Curtis,Breakfast,(7:30am-10:30am),Grape Jelly,0,1 tbsp,toasted
Curtis,Breakfast,(7:30am-10:30am),Whipped Cream Cheese,100,1 oz,toasted
Curtis,Breakfast,(7:30am-10:30am),Golden Malted Waffle,130,1 serving,waffle bar
Curtis,Breakfast,(7:30am-10:30am),Maple Syrup,50,1 tbsp,waffle bar
Curtis,Breakfast,(7:30am-10:30am),Rainbow Sprinkles,50,1 tbsp,waffle bar
Curtis,Breakfast,(7:30am-10:30am),2% Milk,130,8 floz,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Soy Milk,110,8 floz,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Oat Milk,140,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Chocolate Peamilk,140,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Cinnamon Toast Crunch Cereal,170,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Rice Chex Cereal,160,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Cheerios Cereal,80,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Froot Loops Cereal,120,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Rice Krispies,110,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Cocoa Puffs,140,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Raisin Bran Cereal,200,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Apple Jacks Cereal,170,1 cup,milks & cereals
Curtis,Breakfast,(7:30am-10:30am),Brewed Coffee,0,8 floz,cafe
Curtis,Breakfast,(7:30am-10:30am),Hot Chocolate,0,1 floz,cafe
Curtis,Breakfast,(7:30am-10:30am),Apple Juice,0,8 floz,cafe
Curtis,Breakfast,(7:30am-10:30am),Orange Juice,100,8 floz,cafe
Curtis,Breakfast,(7:30am-10:30am),Cranberry Juice,0,8 floz,cafe
Curtis,Breakfast,(7:30am-10:30am),Oatmilk,130,1 cup,cafe
Curtis,Breakfast,(7:30am-10:30am),Oatly Oat Milk,110,6 floz,cafe
Curtis,Breakfast,(7:30am-10:30am),Half & Half,0,,cafe
Curtis,Breakfast,(7:30am-10:30am),2% Milk,130,8 floz,cafe
Curtis,Breakfast,(7:30am-10:30am),Assorted Sugar Packets,0,,cafe
Curtis,Breakfast,(7:30am-10:30am),Vanilla Syrup,0,,cafe
Curtis,Breakfast,(7:30am-10:30am),Caramel Syrup,0,,cafe
Curtis,Breakfast,(7:30am-10:30am),Whole Milk,140,8 floz,cafe
Curtis,Lunch,(11am-2:30pm),Mojo Pork,180,3 oz,entree
Curtis,Lunch,(11am-2:30pm),Roasted Citrus Honey Red Potatoes,100,0.5 cup,entree
Curtis,Lunch,(11am-2:30pm),Roasted Asparagus,50,0.5 cup,entree
Curtis,Lunch,(11am-2:30pm),Persian-Style Carrots,90,0.5 cup,entree
Curtis,Lunch,(11am-2:30pm),Herb Roasted Chicken,100,1 each,allgood
Curtis,Lunch,(11am-2:30pm),Israeli Brown Rice Pilaf,130,0.5 cup,allgood
Curtis,Lunch,(11am-2:30pm),Green Beans & Peppers,90,0.5 cup,allgood
Curtis,Lunch,(11am-2:30pm),Roasted Sweet Potatoes,120,0.5 cup,allgood
Curtis,Lunch,(11am-2:30pm),Honey Lemon Vinaigrette,150,1 floz,allgood
Curtis,Lunch,(11am-2:30pm),Grilled Cheese Sandwich,230,1 each,grill
Curtis,Lunch,(11am-2:30pm),Roasted Red Pepper Grilled Cheese,270,1 serving,grill
Curtis,Lunch,(11am-2:30pm),Grilled Cheese Sandwich,360,,grill
Curtis,Lunch,(11am-2:30pm),Grilled Seasoned Chicken Breast,140,3 oz,grill
Curtis,Lunch,(11am-2:30pm),French Fries,210,0.5 cup,grill
Curtis,Lunch,(11am-2:30pm),Lentil Kofte,120,1 each,rooted
Curtis,Lunch,(11am-2:30pm),Middle-Eastern Roasted Carrots,110,0.5 cup,rooted
Curtis,Lunch,(11am-2:30pm),Turmeric Rice,130,0.5 cup,rooted
Curtis,Lunch,(11am-2:30pm),Middle Eastern Tomato Sauce,25,2 floz,rooted
Curtis,Lunch,(11am-2:30pm),Tomato Basil Soup,100,8 floz,the soup fix
Curtis,Lunch,(11am-2:30pm),Housemade Seasoned Croutons,150,1 oz,the soup fix
Curtis,Lunch,(11am-2:30pm),Sunflower Seeds,100,2 tbsp,the soup fix
Curtis,Lunch,(11am-2:30pm),Goldfish (R) Crackers,0,15 pieces,the soup fix
Curtis,Lunch,(11am-2:30pm),Cheese Pizza,230,1 slice,pizza
Curtis,Lunch,(11am-2:30pm),Pepperoni Pizza,260,1 slice,pizza
Curtis,Lunch,(11am-2:30pm),Plant Based Cauliflower Pizza Crust,510,1 each,pizza
Curtis,Lunch,(11am-2:30pm),Primavera Pizza,220,1 slice,pizza
Curtis,Lunch,(11am-2:30pm),Signature Chips,60,1.5 oz,deli specials
Curtis,Lunch,(11am-2:30pm),Tuna Salad Sandwich,570,1 each,deli specials
Curtis,Lunch,(11am-2:30pm),Deli Turkey,70,2 oz,deli
Curtis,Lunch,(11am-2:30pm),Deli Ham,80,2 oz,deli
Curtis,Lunch,(11am-2:30pm),Sliced Salami,0,3 slice,deli
Curtis,Lunch,(11am-2:30pm),Vegan Deli Turkey,0,2 oz,deli
Curtis,Lunch,(11am-2:30pm),Chicken Salad,270,0.5 cup,deli
Curtis,Lunch,(11am-2:30pm),Tuna Salad,300,4 oz,deli
Curtis,Lunch,(11am-2:30pm),Sliced Provolone Cheese,120,1 slice,deli
Curtis,Lunch,(11am-2:30pm),Sliced Pepperjack Cheese,100,1 slice,deli
Curtis,Lunch,(11am-2:30pm),Cheddar Cheese,60,1 slice,deli
Curtis,Lunch,(11am-2:30pm),Vegan American Cheese Slices,50,1 slice,deli
Curtis,Lunch,(11am-2:30pm),Baby Spinach,15,1 cup,deli
Curtis,Lunch,(11am-2:30pm),Bibb Lettuce,0,1 leaf,deli
Curtis,Lunch,(11am-2:30pm),Sliced Bell Peppers,10,1 oz,deli
Curtis,Lunch,(11am-2:30pm),Sliced Red Onions,15,1 oz,deli
Curtis,Lunch,(11am-2:30pm),Sliced Tomatoes,10,2 slice,deli
Curtis,Lunch,(11am-2:30pm),Sliced Cucumber,10,0.5 cup,deli
Curtis,Lunch,(11am-2:30pm),Shredded Carrots,15,0.25 cup,deli
Curtis,Lunch,(11am-2:30pm),Sliced Black Olives,0,2 tbsp,deli
Curtis,Lunch,(11am-2:30pm),Banana Peppers,15,0.25 cup,deli
Curtis,Lunch,(11am-2:30pm),Avocado,100,0.25 cup,deli
Curtis,Lunch,(11am-2:30pm),Pesto Aioli,180,1 floz,deli
Curtis,Lunch,(11am-2:30pm),Dijon Mustard,15,1 tbsp,deli
Curtis,Lunch,(11am-2:30pm),Mayonnaise,100,1 tbsp,deli
Curtis,Lunch,(11am-2:30pm),Chipotle Mayo,190,2 tbsp,deli
Curtis,Lunch,(11am-2:30pm),Kosher Pickle Spears,5,3 each,deli
Curtis,Lunch,(11am-2:30pm),Bread & Butter Pickles,0,1 oz,deli
Curtis,Lunch,(11am-2:30pm),Whole Wheat Bread,80,,deli
Curtis,Lunch,(11am-2:30pm),White Bread,150,1 slice,deli
Curtis,Lunch,(11am-2:30pm),Ciabatta Roll,380,1 each,deli
Curtis,Lunch,(11am-2:30pm),Udi's GF Multigrain Bread,140,1 slice,deli
Curtis,Lunch,(11am-2:30pm),Flour Tortilla,290,1 each,deli
Curtis,Lunch,(11am-2:30pm),Spinach Wrap,340,1 each,deli
Curtis,Lunch,(11am-2:30pm),Wheat Wrap,290,1 each,deli
Curtis,Lunch,(11am-2:30pm),Made without Gluten Tortilla,220,1 each,deli
Curtis,Lunch,(11am-2:30pm),White Rice,120,0.5 cup,rice bar
Curtis,Lunch,(11am-2:30pm),Brown Rice,110,0.5 cup,rice bar
Curtis,Lunch,(11am-2:30pm),Sesame Seeds,0,1 tbsp,rice bar
Curtis,Lunch,(11am-2:30pm),Tamari Soy Sauce,10,1 tbsp,rice bar
Curtis,Lunch,(11am-2:30pm),Crushed Red Pepper Flakes,0,1 serving,rice bar
Curtis,Lunch,(11am-2:30pm),Sesame Oil,45,1 tsp,rice bar
Curtis,Lunch,(11am-2:30pm),Sriracha Sauce,10,1 tsp,rice bar
